"FPK_NATURA";"SITECODE";"CD_INSEE";"NUTS";"LB_ADM";"CD_INSEE_REG_NEW";"LB_REG_NEW"
8122,00;"FR2100309";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8123,00;"FR2100312";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8124,00;"FR2100314";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8125,00;"FR2100315";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8126,00;"FR2100317";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8127,00;"FR2100319";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8128,00;"FR2100329";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8129,00;"FR2100330";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8130,00;"FR2100334";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8131,00;"FR2100343";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8132,00;"FR2100345";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8133,00;"FR2102002";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8134,00;"FR2300121";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8134,00;"FR2300121";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8135,00;"FR2300122";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8136,00;"FR2300123";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8137,00;"FR2300126";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8138,00;"FR2300131";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8139,00;"FR2300139";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8140,00;"FR2300145";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8141,00;"FR2300150";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8141,00;"FR2300150";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8142,00;"FR2302004";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8143,00;"FR2400537";"24";"FR24";"CENTRE";"24";"Centre"
8144,00;"FR2500076";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8145,00;"FR2500077";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8145,00;"FR2500077";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8146,00;"FR2500080";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8147,00;"FR2500081";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8148,00;"FR2500082";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8149,00;"FR2500088";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8150,00;"FR2500091";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8151,00;"FR2500099";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8152,00;"FR2500100";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8153,00;"FR2500103";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8154,00;"FR2500106";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8155,00;"FR2500107";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8155,00;"FR2500107";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8156,00;"FR2500117";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8157,00;"FR2500118";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8158,00;"FR2502014";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8159,00;"FR2502015";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8159,00;"FR2502015";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8160,00;"FR2600974";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8161,00;"FR2600987";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8162,00;"FR2600998";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8163,00;"FR2601012";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8164,00;"FR2601016";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8165,00;"FR2610004";"24";"FR24";"CENTRE";"24";"Centre"
8165,00;"FR2610004";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8166,00;"FR3102006";"31";"FR30";"NORD-PAS-DE-CALAIS";"32";"Hauts-De-France"
8167,00;"FR4100161";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8168,00;"FR4100166";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8171,00;"FR4100171";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8174,00;"FR4100219";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8179,00;"FR4201797";"42";"FR42";"ALSACE";"44";"Grand-Est"
8180,00;"FR4201799";"42";"FR42";"ALSACE";"44";"Grand-Est"
8181,00;"FR4201801";"42";"FR42";"ALSACE";"44";"Grand-Est"
8182,00;"FR4201802";"42";"FR42";"ALSACE";"44";"Grand-Est"
8183,00;"FR4201803";"42";"FR42";"ALSACE";"44";"Grand-Est"
8184,00;"FR4201807";"42";"FR42";"ALSACE";"44";"Grand-Est"
8186,00;"FR4202004";"42";"FR42";"ALSACE";"44";"Grand-Est"
8187,00;"FR4301306";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8187,00;"FR4301306";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8188,00;"FR5200621";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8189,00;"FR5200622";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8190,00;"FR5200623";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8192,00;"FR5200625";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8193,00;"FR5200626";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8193,00;"FR5200626";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8195,00;"FR5200628";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8196,00;"FR5200629";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8197,00;"FR5200630";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8198,00;"FR5200639";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8199,00;"FR5200640";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8200,00;"FR5200645";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8203,00;"FR5200648";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8204,00;"FR5200649";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8206,00;"FR5200653";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8208,00;"FR5200656";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8209,00;"FR5200657";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8212,00;"FR5202003";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8213,00;"FR5202004";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8213,00;"FR5202004";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8214,00;"FR5202005";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8215,00;"FR5202006";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8216,00;"FR5202007";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8217,00;"FR5202009";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8218,00;"FR5300002";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8218,00;"FR5300002";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8235,00;"FR5300030";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8236,00;"FR5300032";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8240,00;"FR5300046";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8247,00;"FR5302016";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8249,00;"FR5412012";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8257,00;"FR7300841";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8258,00;"FR7300847";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8259,00;"FR7300854";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8260,00;"FR7300860";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8262,00;"FR7300889";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8264,00;"FR7300909";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8265,00;"FR7300910";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8266,00;"FR7300912";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8267,00;"FR7300913";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8268,00;"FR7300917";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8269,00;"FR7300920";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8270,00;"FR7300944";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8271,00;"FR7301631";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8272,00;"FR7301822";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8272,00;"FR7301822";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8273,00;"FR7302001";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8274,00;"FR7302002";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8275,00;"FR7401131";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8276,00;"FR8201632";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8277,00;"FR8201635";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8279,00;"FR8201641";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8280,00;"FR8201653";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8281,00;"FR8201654";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8281,00;"FR8201654";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8282,00;"FR8201656";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8283,00;"FR8201657";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8284,00;"FR8201660";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8285,00;"FR8201661";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8286,00;"FR8201668";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8287,00;"FR8201669";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8288,00;"FR8201676";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8289,00;"FR8201677";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8290,00;"FR8201685";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8291,00;"FR8201689";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8292,00;"FR8201718";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8293,00;"FR8201727";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8294,00;"FR8201756";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8295,00;"FR8201758";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8296,00;"FR8201763";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8297,00;"FR8201765";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8298,00;"FR8201771";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8299,00;"FR8201783";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8300,00;"FR8201785";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8301,00;"FR8202003";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8302,00;"FR8202007";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8303,00;"FR8202010";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8304,00;"FR8212009";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8305,00;"FR8301015";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8306,00;"FR8301016";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8307,00;"FR8301021";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8308,00;"FR8301030";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8309,00;"FR8301032";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8310,00;"FR8301042";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8311,00;"FR8301055";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8312,00;"FR8301057";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8313,00;"FR8301073";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8314,00;"FR8301074";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8315,00;"FR8301075";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8316,00;"FR8301077";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8317,00;"FR8301082";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8318,00;"FR8301091";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8319,00;"FR8302009";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8320,00;"FR8302010";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8321,00;"FR8302012";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8322,00;"FR8302022";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8323,00;"FR8302036";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8324,00;"FR9101387";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8325,00;"FR9101388";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8326,00;"FR9101393";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8327,00;"FR9101395";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8328,00;"FR9101398";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8329,00;"FR9101406";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8329,00;"FR9101406";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8330,00;"FR9101408";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8331,00;"FR9101410";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8332,00;"FR9101412";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8333,00;"FR9101435";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8334,00;"FR9101436";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8335,00;"FR9101439";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8336,00;"FR9101440";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8337,00;"FR9101441";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8338,00;"FR9101442";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8339,00;"FR9101444";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8340,00;"FR9101446";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8341,00;"FR9101452";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8342,00;"FR9102016";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8343,00;"FR9301499";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8344,00;"FR9301502";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8346,00;"FR9301509";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8347,00;"FR9301514";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8348,00;"FR9301518";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8349,00;"FR9301519";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8350,00;"FR9301523";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8351,00;"FR9301525";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8352,00;"FR9301526";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8353,00;"FR9301530";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8354,00;"FR9301533";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8355,00;"FR9301535";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8356,00;"FR9301537";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8357,00;"FR9301540";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8358,00;"FR9301542";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8359,00;"FR9301545";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8360,00;"FR9301549";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8361,00;"FR9301554";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8362,00;"FR9301556";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8363,00;"FR9301559";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8364,00;"FR9301567";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8365,00;"FR9301568";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8366,00;"FR9301569";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8367,00;"FR9301570";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8368,00;"FR9301571";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8369,00;"FR9301572";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8370,00;"FR9301573";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8371,00;"FR9301574";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8372,00;"FR9301576";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8372,00;"FR9301576";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8373,00;"FR9301577";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8373,00;"FR9301577";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8374,00;"FR9301578";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8375,00;"FR9301580";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8376,00;"FR9301582";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8377,00;"FR9301583";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8378,00;"FR9301585";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8379,00;"FR9301587";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8380,00;"FR9301589";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8381,00;"FR9301590";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8381,00;"FR9301590";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8382,00;"FR9301592";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8383,00;"FR9301594";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8384,00;"FR9301595";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8385,00;"FR9301596";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8386,00;"FR9301597";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8387,00;"FR9301601";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8388,00;"FR9301602";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8389,00;"FR9301603";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8390,00;"FR9301605";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8391,00;"FR9301606";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8392,00;"FR9301608";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8393,00;"FR9301609";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8394,00;"FR9301610";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8395,00;"FR9301613";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8396,00;"FR9301615";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8397,00;"FR9301616";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8398,00;"FR9301618";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8399,00;"FR9301620";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8400,00;"FR9301621";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8401,00;"FR9301622";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8402,00;"FR9301624";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8403,00;"FR9301625";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8404,00;"FR9301626";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8405,00;"FR9301627";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8406,00;"FR9301628";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8407,00;"FR9302002";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8408,00;"FR9302003";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8409,00;"FR9302007";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8410,00;"FR9302008";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8411,00;"FR9400598";"94";"FR83";"CORSE";"94";"Corse"
8412,00;"FR1100798";"11";"FR10";"ILE-DE-FRANCE";"11";"Ile-de-France"
8413,00;"FR1100800";"11";"FR10";"ILE-DE-FRANCE";"11";"Ile-de-France"
8414,00;"FR1100802";"11";"FR10";"ILE-DE-FRANCE";"11";"Ile-de-France"
8415,00;"FR1100812";"11";"FR10";"ILE-DE-FRANCE";"11";"Ile-de-France"
8416,00;"FR1100819";"11";"FR10";"ILE-DE-FRANCE";"11";"Ile-de-France"
8417,00;"FR2100250";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8418,00;"FR2100259";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8419,00;"FR2100271";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
