"PK_REGCODE";"FPK_NATURA";"SITECODE";"CD_INSEE";"LB_ADM";"LB_INTERSECT"
"80908";"8283";"FR8201657";"07183";"Pradons";"P"
"80909";"8283";"FR8201657";"07199";"Rosières";"P"
"80910";"8283";"FR8201657";"07207";"Saint-Alban-Auriolles";"P"
"80911";"8283";"FR8201657";"07229";"Saint-Didier-sous-Aubenas";"P"
"80912";"8283";"FR8201657";"07289";"Saint-Privat";"P"
"80913";"8283";"FR8201657";"07304";"Salavas";"P"
"80914";"8283";"FR8201657";"07306";"Sampzon";"P"
"80915";"8283";"FR8201657";"07330";"Vallon-Pont-d'Arc";"P"
"80916";"8283";"FR8201657";"07348";"Vogüé";"P"
"80917";"8283";"FR8201657";"07343";"Vinezac";"P"
"80918";"8283";"FR8201657";"07339";"Vesseaux";"P"
"80919";"8283";"FR8201657";"07201";"Ruoms";"P"
"80920";"8283";"FR8201657";"07122";"Lachapelle-sous-Aubenas";"P"
"80921";"8283";"FR8201657";"07131";"Lanas";"P"
"80922";"8283";"FR8201657";"07134";"Laurac-en-Vivarais";"P"
"80923";"8283";"FR8201657";"07162";"Montréal";"P"
"80924";"8283";"FR8201657";"07231";"Saint-Étienne-de-Fontbellon";"P"
"80925";"8283";"FR8201657";"07327";"Uzer";"P"
"80926";"8283";"FR8201657";"07296";"Saint-Sernin";"P"
"80927";"8283";"FR8201657";"07241";"Saint-Germain";"P"
"80928";"8283";"FR8201657";"07272";"Saint-Maurice-d'Ardèche";"P"
"80929";"8283";"FR8201657";"07126";"Lagorce";"P"
"80930";"8284";"FR8201660";"07147";"Malarce-sur-la-Thines";"P"
"80931";"8284";"FR8201660";"07163";"Montselgues";"P"
"80932";"8284";"FR8201660";"07202";"Sablières";"P"
"80933";"8284";"FR8201660";"07266";"Sainte-Marguerite-Lafigère";"P"
"80934";"8285";"FR8201661";"07024";"Banne";"P"
"80935";"8285";"FR8201661";"07100";"Gravières";"P"
"80936";"8285";"FR8201661";"07148";"Malbosc";"P"
"80937";"8285";"FR8201661";"07280";"Saint-Paul-le-Jeune";"P"
"80938";"8285";"FR8201661";"07334";"Vans";"P"
"80939";"8286";"FR8201668";"07294";"Saint-Sauveur-de-Cruzières";"T"
"80940";"8286";"FR8201668";"07328";"Vagnas";"P"
"80941";"8286";"FR8201668";"07306";"Sampzon";"P"
"80942";"8286";"FR8201668";"07101";"Grospierres";"P"
"80943";"8286";"FR8201668";"07211";"Saint-André-de-Cruzières";"P"
"80944";"8286";"FR8201668";"07033";"Bessas";"P"
"80945";"8286";"FR8201668";"07028";"Beaulieu";"P"
"80946";"8286";"FR8201668";"07304";"Salavas";"P"
"80947";"8287";"FR8201669";"07022";"Baix";"P"
"80948";"8287";"FR8201669";"07198";"Rompon";"P"
"80949";"8287";"FR8201669";"07298";"Saint-Symphorien-sous-Chomérac";"P"
"80950";"8287";"FR8201669";"07181";"Pouzin";"P"
"80951";"8287";"FR8201669";"07008";"Alissas";"P"
"80952";"8287";"FR8201669";"07066";"Chomérac";"P"
"80953";"8287";"FR8201669";"07090";"Flaviac";"P"
"80954";"8287";"FR8201669";"07072";"Coux";"P"
"80955";"8287";"FR8201669";"07074";"Creysseilles";"P"
"80956";"8287";"FR8201669";"07092";"Freyssenet";"P"
"80957";"8287";"FR8201669";"07349";"Voulte-sur-Rhône";"P"
"80958";"8287";"FR8201669";"07146";"Lyas";"P"
"80959";"8287";"FR8201669";"07184";"Pranles";"P"
"80960";"8287";"FR8201669";"07179";"Pourchères";"P"
"80961";"8287";"FR8201669";"07186";"Privas";"P"
"80962";"8287";"FR8201669";"07255";"Saint-Julien-en-Saint-Alban";"P"
"80963";"8287";"FR8201669";"07288";"Saint-Priest";"P"
"80964";"8287";"FR8201669";"07340";"Veyras";"P"
"80965";"8288";"FR8201676";"26261";"Réauville";"P"
"80966";"8288";"FR8201676";"26326";"Saint-Restitut";"P"
"80967";"8288";"FR8201676";"26345";"Suze-la-Rousse";"P"
"80968";"8288";"FR8201676";"26360";"Valaurie";"P"
"80969";"8288";"FR8201676";"26033";"Baume-de-Transit";"P"
"80970";"8288";"FR8201676";"26073";"Chantemerle-lès-Grignan";"P"
"80971";"8288";"FR8201676";"26284";"Roussas";"P"
"80972";"8288";"FR8201676";"26054";"Bouchet";"P"
"80973";"8289";"FR8201677";"07015";"Arras-sur-Rhône";"P"
"80974";"8289";"FR8201677";"07022";"Baix";"P"
"80975";"8289";"FR8201677";"07027";"Beauchastel";"P"
"80976";"8289";"FR8201677";"07042";"Bourg-Saint-Andéol";"P"
"80977";"8289";"FR8201677";"07076";"Cruas";"P"
"80978";"8289";"FR8201677";"07181";"Pouzin";"P"
"80979";"8289";"FR8201677";"07259";"Saint-Just-d'Ardèche";"P"
"80980";"8289";"FR8201677";"07264";"Saint-Marcel-d'Ardèche";"P"
"80981";"8289";"FR8201677";"07279";"Saint-Montan";"P"
"80982";"8289";"FR8201677";"07346";"Viviers";"P"
"80983";"8289";"FR8201677";"07349";"Voulte-sur-Rhône";"P"
"80984";"8289";"FR8201677";"26085";"Châteauneuf-du-Rhône";"P"
"80985";"8289";"FR8201677";"26116";"Donzère";"P"
"80986";"8289";"FR8201677";"26119";"Érôme";"P"
"80987";"8289";"FR8201677";"26124";"Étoile-sur-Rhône";"P"
"80988";"8289";"FR8201677";"26165";"Livron-sur-Drôme";"P"
"80989";"8289";"FR8201677";"26166";"Loriol-sur-Drôme";"P"
"80990";"8289";"FR8201677";"26235";"Pierrelatte";"P"
"80991";"8289";"FR8201677";"26337";"Saulce-sur-Rhône";"P"
"80992";"8289";"FR8201677";"26341";"Serves-sur-Rhône";"P"
"80993";"8289";"FR8201677";"26353";"Tourrettes";"P"
"80994";"8289";"FR8201677";"26380";"Gervans";"P"
"80995";"8289";"FR8201677";"07345";"Vion";"P"
"80996";"8290";"FR8201685";"26017";"Aucelon";"P"
"80997";"8291";"FR8201689";"26016";"Aubres";"P"
"80998";"8291";"FR8201689";"26103";"Condorcet";"P"
"80999";"8291";"FR8201689";"26182";"Mirabel-aux-Baronnies";"P"
"81000";"8291";"FR8201689";"26220";"Nyons";"P"
"81001";"8291";"FR8201689";"26238";"Pilles";"P"
"81002";"8291";"FR8201689";"26264";"Rémuzat";"P"
"81003";"8291";"FR8201689";"26288";"Sahune";"P"
"81004";"8291";"FR8201689";"26376";"Villeperdrix";"P"
"81005";"8291";"FR8201689";"26377";"Vinsobres";"P"
"81006";"8291";"FR8201689";"26369";"Verclause";"P"
"81007";"8291";"FR8201689";"26318";"Saint-May";"P"
"81008";"8291";"FR8201689";"26112";"Curnier";"P"
"81009";"8291";"FR8201689";"26130";"Eyroles";"P"
"81010";"8291";"FR8201689";"26161";"Lemps";"P"
"81011";"8291";"FR8201689";"26190";"Montaulieu";"P"
"81012";"8292";"FR8201718";"74077";"Clarafond-Arcine";"P"
"81013";"8292";"FR8201718";"74131";"Frangy";"P"
"81014";"8292";"FR8201718";"74071";"Chessenaz";"P"
"81015";"8292";"FR8201718";"74285";"Usinens";"P"
"81016";"8292";"FR8201718";"74269";"Seyssel";"P"
"81017";"8292";"FR8201718";"74068";"Chêne-en-Semine";"P"
"81018";"8292";"FR8201718";"74100";"Desingy";"P"
"81019";"8292";"FR8201718";"74291";"Vanzy";"P"
"81020";"8292";"FR8201718";"74029";"Bassy";"P"
"81021";"8293";"FR8201727";"38297";"Arandon-Passins";"P"
"81022";"8293";"FR8201727";"38026";"Balme-les-Grottes";"P"
"81023";"8293";"FR8201727";"38054";"Bouvesse-Quirieu";"P"
"81024";"8293";"FR8201727";"38055";"Brangues";"P"
"81025";"8293";"FR8201727";"38135";"Courtenay";"P"
"81026";"8293";"FR8201727";"38138";"Crémieu";"P"
"81027";"8293";"FR8201727";"38176";"Frontonas";"P"
"81028";"8293";"FR8201727";"38190";"Hières-sur-Amby";"P"
"81029";"8293";"FR8201727";"38210";"Leyrieu";"P"
"81030";"8293";"FR8201727";"38247";"Montalieu-Vercieu";"P"
"81031";"8293";"FR8201727";"38261";"Morestel";"P"
"81032";"8293";"FR8201727";"38282";"Optevoz";"P"
"81033";"8293";"FR8201727";"38294";"Panossas";"P"
"81034";"8293";"FR8201727";"38295";"Parmilieu";"P"
"81035";"8293";"FR8201727";"38320";"Porcieu-Amblagnieu";"P"
"81036";"8293";"FR8201727";"38348";"Ruy-Montceau";"P"
"81037";"8293";"FR8201727";"38365";"Saint-Baudille-de-la-Tour";"P"
"81038";"8293";"FR8201727";"38392";"Saint-Hilaire-de-Brens";"P"
"81039";"8293";"FR8201727";"38451";"Saint-Romain-de-Jalionas";"P"
"81040";"8293";"FR8201727";"38455";"Saint-Savin";"P"
"81041";"8293";"FR8201727";"38465";"Saint-Victor-de-Morestel";"P"
"81042";"8293";"FR8201727";"38467";"Salagnon";"P"
"81043";"8293";"FR8201727";"38488";"Siccieu-Saint-Julien-et-Carisieu";"P"
"81044";"8293";"FR8201727";"38494";"Soleymieu";"P"
"81045";"8293";"FR8201727";"38515";"Trept";"P"
"81046";"8293";"FR8201727";"38532";"Vénérieu";"P"
"81047";"8293";"FR8201727";"38535";"Vernas";"P"
"81048";"8293";"FR8201727";"38539";"Vertrieu";"P"
"81049";"8293";"FR8201727";"38542";"Veyssilieu";"P"
"81050";"8293";"FR8201727";"38554";"Villemoirieu";"P"
"81051";"8293";"FR8201727";"38083";"Charette";"P"
"81052";"8293";"FR8201727";"38146";"Dizimieu";"P"
"81053";"8293";"FR8201727";"38260";"Moras";"P"
"81054";"8293";"FR8201727";"38374";"Saint-Chef";"P"
"81055";"8293";"FR8201727";"38139";"Creys-Mépieu";"P"
"81056";"8293";"FR8201727";"38010";"Annoisin-Chatelans";"P"
"81057";"8294";"FR8201756";"42040";"Chamba";"P"
"81058";"8294";"FR8201756";"42121";"Lérigneux";"P"
"81059";"8294";"FR8201756";"42159";"Noirétable";"P"
"81060";"8294";"FR8201756";"42188";"Roche";"P"
"81061";"8294";"FR8201756";"42298";"Sauvain";"P"
"81062";"8294";"FR8201756";"42107";"Gumières";"P"
"81063";"8294";"FR8201756";"42238";"Saint-Jean-la-Vêtre";"P"
"81064";"8294";"FR8201756";"42045";"Chambonie";"P"
"81065";"8294";"FR8201756";"42205";"Saint-Bonnet-le-Courreau";"P"
"81066";"8294";"FR8201756";"42012";"Bard";"P"
"81067";"8294";"FR8201756";"42039";"Chalmazel-Jeansagnière";"P"
"81068";"8295";"FR8201758";"42046";"Champdieu";"P"
"81069";"8295";"FR8201758";"42066";"Cleppé";"P"
"81070";"8295";"FR8201758";"42134";"Marcilly-le-Châtel";"P"
"81071";"8295";"FR8201758";"42147";"Montbrison";"P"
"81072";"8295";"FR8201758";"42150";"Montverdun";"P"
"81073";"8295";"FR8201758";"42151";"Mornand-en-Forez";"P"
"81074";"8295";"FR8201758";"42174";"Poncins";"P"
"81075";"8295";"FR8201758";"42197";"Sainte-Agathe-la-Bouteresse";"P"
"81076";"8295";"FR8201758";"42219";"Saint-Étienne-le-Molard";"P"
"81077";"8295";"FR8201758";"42252";"Saint-Laurent-Rochefort";"P"
"81078";"8295";"FR8201758";"42313";"Trelins";"P"
"81079";"8295";"FR8201758";"42019";"Boën-sur-Lignon";"P"
"81080";"8295";"FR8201758";"42034";"Cervières";"P"
"81081";"8295";"FR8201758";"42037";"Chalain-d'Uzore";"P"
"81082";"8295";"FR8201758";"42299";"Savigneux";"P"
"81083";"8295";"FR8201758";"42159";"Noirétable";"P"
"81084";"8295";"FR8201758";"42164";"Palogneux";"P"
"81085";"8295";"FR8201758";"42179";"Pralong";"P"
"81086";"8295";"FR8201758";"42188";"Roche";"P"
"81087";"8295";"FR8201758";"42195";"Sail-sous-Couzan";"P"
"81088";"8295";"FR8201758";"42205";"Saint-Bonnet-le-Courreau";"P"
"81089";"8295";"FR8201758";"42217";"Saint-Didier-sur-Rochefort";"P"
"81090";"8295";"FR8201758";"42227";"Saint-Georges-en-Couzan";"P"
"81091";"8295";"FR8201758";"42245";"Vêtre-sur-Anzon";"P"
"81092";"8295";"FR8201758";"42247";"Saint-Just-en-Bas";"P"
"81093";"8295";"FR8201758";"42260";"Saint-Martin-la-Sauveté";"P"
"81094";"8295";"FR8201758";"42269";"Saint-Paul-d'Uzore";"P"
"81095";"8295";"FR8201758";"42278";"Saint-Priest-la-Vêtre";"P"
"81096";"8295";"FR8201758";"42288";"Saint-Sixte";"P"
"81097";"8295";"FR8201758";"42290";"Saint-Thomas-la-Garde";"P"
"81098";"8295";"FR8201758";"42221";"Sainte-Foy-Saint-Sulpice";"P"
"81099";"8295";"FR8201758";"42298";"Sauvain";"P"
"81100";"8295";"FR8201758";"42002";"Ailleux";"P"
"81101";"8295";"FR8201758";"42012";"Bard";"P"
"81102";"8295";"FR8201758";"42039";"Chalmazel-Jeansagnière";"P"
"81103";"8295";"FR8201758";"42238";"Saint-Jean-la-Vêtre";"P"
"81104";"8295";"FR8201758";"42328";"Verrières-en-Forez";"P"
"81105";"8295";"FR8201758";"42041";"Chambéon";"P"
"81106";"8295";"FR8201758";"42121";"Lérigneux";"P"
"81107";"8295";"FR8201758";"42295";"Salles";"P"
"81108";"8295";"FR8201758";"42122";"Lézigneux";"P"
"81109";"8295";"FR8201758";"42109";"Hôpital-sous-Rochefort";"P"
"81110";"8295";"FR8201758";"42130";"Magneux-Haute-Rive";"P"
"81111";"8295";"FR8201758";"42136";"Marcoux";"P"
"81112";"8295";"FR8201758";"42047";"Champoly";"P"
"81113";"8295";"FR8201758";"42054";"Châtelneuf";"P"
"81114";"8295";"FR8201758";"42084";"Débats-Rivière-d'Orpra";"P"
"81115";"8295";"FR8201758";"42087";"Écotay-l'Olme";"P"
"81116";"8295";"FR8201758";"42089";"Essertines-en-Châtelneuf";"P"
"81117";"8295";"FR8201758";"42094";"Feurs";"P"
"81118";"8295";"FR8201758";"42072";"Côte-en-Couzan";"P"
"81119";"8295";"FR8201758";"42321";"Valla-sur-Rochefort";"P"
"81120";"8295";"FR8201758";"42119";"Leigneux";"P"
"81121";"8296";"FR8201763";"42031";"Caloire";"P"
"81122";"8296";"FR8201763";"42042";"Chambles";"P"
"81123";"8296";"FR8201763";"42218";"Saint-Étienne";"P"
"81124";"8296";"FR8201763";"42262";"Saint-Maurice-en-Gourgois";"P"
"81125";"8296";"FR8201763";"42270";"Saint-Paul-en-Cornillon";"P"
"81126";"8296";"FR8201763";"42279";"Saint-Just-Saint-Rambert";"P"
"81127";"8296";"FR8201763";"42316";"Unieux";"P"
"81128";"8297";"FR8201765";"42005";"Andrézieux-Bouthéon";"P"
"81129";"8297";"FR8201765";"42011";"Balbigny";"P"
"81130";"8297";"FR8201765";"42020";"Boisset-lès-Montrond";"P"
"81131";"8297";"FR8201765";"42026";"Briennon";"P"
"81132";"8297";"FR8201765";"42027";"Bully";"P"
"81133";"8297";"FR8201765";"42038";"Chalain-le-Comtal";"P"
"81134";"8297";"FR8201765";"42041";"Chambéon";"P"
"81135";"8297";"FR8201765";"42066";"Cleppé";"P"
"81136";"8297";"FR8201765";"42069";"Commelle-Vernay";"P"
"81137";"8297";"FR8201765";"42070";"Cordelle";"P"
"81138";"8297";"FR8201765";"42075";"Craintilleux";"P"
"81139";"8297";"FR8201765";"42088";"Épercieux-Saint-Paul";"P"
"81140";"8297";"FR8201765";"42094";"Feurs";"P"
"81141";"8297";"FR8201765";"42127";"Mably";"P"
"81142";"8297";"FR8201765";"42130";"Magneux-Haute-Rive";"P"
"81143";"8297";"FR8201765";"42135";"Marclopt";"P"
"81144";"8297";"FR8201765";"42143";"Mizérieux";"P"
"81145";"8297";"FR8201765";"42149";"Montrond-les-Bains";"P"
"81146";"8297";"FR8201765";"42155";"Nervieux";"P"
"81147";"8297";"FR8201765";"42170";"Perreux";"P"
"81148";"8297";"FR8201765";"42171";"Pinay";"P"
"81149";"8297";"FR8201765";"42177";"Pouilly-sous-Charlieu";"P"
"81150";"8297";"FR8201765";"42185";"Rivas";"P"
"81151";"8297";"FR8201765";"42187";"Roanne";"P"
"81152";"8297";"FR8201765";"42211";"Saint-Cyprien";"P"
"81153";"8297";"FR8201765";"42239";"Saint-Jean-Saint-Maurice-sur-Loire";"P"
"81154";"8297";"FR8201765";"42241";"Saint-Jodard";"P"
"81155";"8297";"FR8201765";"42251";"Saint-Laurent-la-Conche";"P"
"81156";"8297";"FR8201765";"42267";"Saint-Nizier-sous-Charlieu";"P"
"81157";"8297";"FR8201765";"42268";"Vézelin-sur-Loire";"P"
"81158";"8297";"FR8201765";"42277";"Saint-Priest-la-Roche";"P"
"81159";"8297";"FR8201765";"42315";"Unias";"P"
"81160";"8297";"FR8201765";"42323";"Veauche";"P"
"81161";"8297";"FR8201765";"42324";"Veauchette";"P"
"81162";"8297";"FR8201765";"42332";"Villerest";"P"
"81163";"8297";"FR8201765";"42338";"Vougy";"P"
"81164";"8297";"FR8201765";"42254";"Saint-Marcel-de-Félines";"P"
"81165";"8297";"FR8201765";"42273";"Saint-Pierre-la-Noaille";"P"
"81166";"8297";"FR8201765";"42081";"Cuzieu";"P"
"81167";"8297";"FR8201765";"42022";"Bonson";"P"
"81168";"8297";"FR8201765";"42065";"Civens";"P"
"81169";"8297";"FR8201765";"42226";"Saint-Georges-de-Baroille";"P"
"81170";"8297";"FR8201765";"42279";"Saint-Just-Saint-Rambert";"P"
"81171";"8298";"FR8201771";"01058";"Brégnier-Cordon";"P"
"81172";"8298";"FR8201771";"01061";"Brens";"P"
"81173";"8298";"FR8201771";"01208";"Lavours";"P"
"81174";"8298";"FR8201771";"01239";"Massignieu-de-Rives";"P"
"81175";"8298";"FR8201771";"01268";"Murs-et-Gélignieux";"P"
"81176";"8298";"FR8201771";"01407";"Seyssel";"P"
"81177";"8298";"FR8201771";"01454";"Virignin";"P"
"81178";"8298";"FR8201771";"73070";"Champagneux";"P"
"81179";"8298";"FR8201771";"73180";"Motz";"P"
"81180";"8298";"FR8201771";"73218";"Ruffieux";"P"
"81181";"8298";"FR8201771";"73236";"Saint-Genix-les-Villages";"P"
"81182";"8298";"FR8201771";"73286";"Serrières-en-Chautagne";"P"
"81183";"8298";"FR8201771";"73327";"Vions";"P"
"81184";"8298";"FR8201771";"73330";"Yenne";"P"
"81185";"8298";"FR8201771";"01010";"Anglefort";"P"
"81186";"8298";"FR8201771";"01138";"Culoz";"P"
"81187";"8298";"FR8201771";"01294";"Peyrieu";"P"
"81188";"8298";"FR8201771";"73073";"Chanaz";"P"
"81189";"8298";"FR8201771";"73140";"Jongieux";"P"
"81190";"8298";"FR8201771";"01133";"Cressin-Rochefort";"P"
"81191";"8298";"FR8201771";"73149";"Lucey";"P"
"81192";"8298";"FR8201771";"01193";"Izieu";"P"
"81193";"8298";"FR8201771";"01286";"Parves et Nattages";"P"
"81194";"8298";"FR8201771";"73028";"Balme";"P"
"81195";"8299";"FR8201783";"73290";"Val-Cenis";"P"
"81196";"8299";"FR8201783";"73015";"Allues";"P"
"81197";"8299";"FR8201783";"73023";"Aussois";"P"
"81198";"8299";"FR8201783";"73040";"Bessans";"P"
"81199";"8299";"FR8201783";"73055";"Bozel";"P"
"81200";"8299";"FR8201783";"73071";"Champagny-en-Vanoise";"P"
"81201";"8299";"FR8201783";"73194";"Orelle";"P"
"81202";"8299";"FR8201783";"73197";"Peisey-Nancroix";"P"
"81203";"8299";"FR8201783";"73201";"Planay";"P"
"81204";"8299";"FR8201783";"73227";"Courchevel";"P"
"81205";"8299";"FR8201783";"73232";"Sainte-Foy-Tarentaise";"P"
"81206";"8299";"FR8201783";"73296";"Tignes";"P"
"81207";"8299";"FR8201783";"73304";"Val-d'Isère";"P"
"81208";"8299";"FR8201783";"73322";"Villarodin-Bourget";"P"
"81209";"8299";"FR8201783";"73323";"Villaroger";"P"
"81210";"8299";"FR8201783";"73047";"Bonneval-sur-Arc";"P"
"81211";"8299";"FR8201783";"73157";"Modane";"P"
"81212";"8299";"FR8201783";"73206";"Pralognan-la-Vanoise";"P"
"81213";"8299";"FR8201783";"73223";"Saint-André";"P"
"81214";"8300";"FR8201785";"01249";"Miribel";"P"
"81215";"8300";"FR8201785";"01275";"Neyron";"P"
"81216";"8300";"FR8201785";"01276";"Niévroz";"P"
"81217";"8300";"FR8201785";"01418";"Thil";"P"
"81218";"8300";"FR8201785";"69256";"Vaulx-en-Velin";"P"
"81219";"8300";"FR8201785";"69275";"Décines-Charpieu";"P"
"81220";"8300";"FR8201785";"69279";"Jonage";"P"
"81221";"8300";"FR8201785";"69286";"Rillieux-la-Pape";"P"
"81222";"8300";"FR8201785";"69266";"Villeurbanne";"P"
"81223";"8300";"FR8201785";"69034";"Caluire-et-Cuire";"P"
"81224";"8300";"FR8201785";"01043";"Beynost";"P"
"81225";"8300";"FR8201785";"01376";"Saint-Maurice-de-Beynost";"P"
"81226";"8300";"FR8201785";"69280";"Jons";"P"
"81227";"8300";"FR8201785";"69282";"Meyzieu";"P"
"81228";"8301";"FR8202003";"73235";"Saint François Longchamp";"P"
"81229";"8301";"FR8202003";"73019";"Argentine";"P"
"81230";"8301";"FR8202003";"73074";"Chapelle";"P"
"81231";"8301";"FR8202003";"73109";"Épierre";"P"
"81232";"8301";"FR8202003";"73175";"Montsapey";"P"
"81233";"8301";"FR8202003";"73187";"Léchère";"P"
"81234";"8301";"FR8202003";"73216";"Rognaix";"P"
"81235";"8302";"FR8202007";"07147";"Malarce-sur-la-Thines";"P"
"81236";"8302";"FR8202007";"07163";"Montselgues";"P"
"81237";"8302";"FR8202007";"07176";"Planzolles";"P"
"81238";"8302";"FR8202007";"07189";"Ribes";"P"
"81239";"8302";"FR8202007";"07196";"Rocles";"P"
"81240";"8302";"FR8202007";"07199";"Rosières";"P"
"81241";"8302";"FR8202007";"07202";"Sablières";"P"
"81242";"8302";"FR8202007";"07329";"Valgorge";"P"
"81243";"8302";"FR8202007";"07110";"Joyeuse";"P"
"81244";"8302";"FR8202007";"07117";"Lablachère";"P"
"81245";"8302";"FR8202007";"07275";"Saint-Mélany";"P"
"81246";"8302";"FR8202007";"07284";"Saint-Pierre-Saint-Jean";"P"
"81247";"8302";"FR8202007";"07081";"Dompnac";"P"
"81248";"8302";"FR8202007";"07109";"Joannas";"P"
"81249";"8302";"FR8202007";"07029";"Beaumont";"P"
"81250";"8302";"FR8202007";"07132";"Largentière";"P"
"81251";"8302";"FR8202007";"07144";"Loubaresse";"P"
"81252";"8302";"FR8202007";"07213";"Saint-André-Lachamp";"P"
"81253";"8302";"FR8202007";"07307";"Sanilhac";"P"
"81254";"8302";"FR8202007";"07318";"Tauriers";"P"
"81255";"8302";"FR8202007";"07336";"Vernon";"P"
"81256";"8302";"FR8202007";"07118";"Laboule";"P"
"81257";"8302";"FR8202007";"07134";"Laurac-en-Vivarais";"P"
"81258";"8303";"FR8202010";"73050";"Bourdeau";"P"
"81259";"8303";"FR8202010";"73059";"Brison-Saint-Innocent";"P"
"81260";"8303";"FR8202010";"73010";"Entrelacs";"P"
"81261";"8303";"FR8202010";"73076";"Chapelle-du-Mont-du-Chat";"P"
"81262";"8303";"FR8202010";"73051";"Bourget-du-Lac";"P"
"81263";"8303";"FR8202010";"73300";"Tresserve";"P"
"81264";"8303";"FR8202010";"73328";"Viviers-du-Lac";"P"
"81265";"8303";"FR8202010";"73073";"Chanaz";"P"
"81266";"8303";"FR8202010";"73085";"Chindrieux";"P"
"81267";"8303";"FR8202010";"73091";"Conjux";"P"
"81268";"8303";"FR8202010";"73218";"Ruffieux";"P"
"81269";"8303";"FR8202010";"73273";"Saint-Pierre-de-Curtille";"P"
"81270";"8303";"FR8202010";"73286";"Serrières-en-Chautagne";"P"
"81271";"8303";"FR8202010";"73327";"Vions";"P"
"81272";"8303";"FR8202010";"73008";"Aix-les-Bains";"P"
"81273";"8304";"FR8212009";"74027";"Balme-de-Thuy";"P"
"81274";"8304";"FR8212009";"74102";"Dingy-Saint-Clair";"P"
"81275";"8304";"FR8212009";"74212";"Glières-Val-de-Borne";"P"
"81276";"8304";"FR8212009";"74239";"Saint-Jean-de-Sixt";"P"
"81277";"8304";"FR8212009";"74280";"Thônes";"P"
"81278";"8304";"FR8212009";"74302";"Villards-sur-Thônes";"P"
"81279";"8304";"FR8212009";"74282";"Fillière";"P"
"81280";"8305";"FR8301015";"03009";"Aubigny";"P"
"81281";"8305";"FR8301015";"03015";"Bagneux";"P"
"81282";"8305";"FR8301015";"03025";"Bessay-sur-Allier";"P"
"81283";"8305";"FR8301015";"03040";"Bressolles";"P"
"81284";"8305";"FR8301015";"03065";"Châtel-de-Neuvre";"P"
"81285";"8305";"FR8301015";"03073";"Chemilly";"P"
"81286";"8305";"FR8301015";"03083";"Contigny";"P"
"81287";"8305";"FR8301015";"03114";"Ferté-Hauterive";"P"
"81288";"8305";"FR8301015";"03184";"Montilly";"P"
"81289";"8305";"FR8301015";"03190";"Moulins";"P"
"81290";"8305";"FR8301015";"03200";"Neuvy";"P"
"81291";"8305";"FR8301015";"03241";"Saint-Léopardin-d'Augy";"P"
"81292";"8305";"FR8301015";"03242";"Saint-Loup";"P"
"81293";"8305";"FR8301015";"03286";"Toulon-sur-Allier";"P"
"81294";"8305";"FR8301015";"03290";"Trévol";"P"
"81295";"8305";"FR8301015";"03298";"Varennes-sur-Allier";"P"
"81296";"8305";"FR8301015";"03309";"Veurdre";"P"
"81297";"8305";"FR8301015";"03316";"Villeneuve-sur-Allier";"P"
"81298";"8305";"FR8301015";"03013";"Avermes";"P"
"81299";"8305";"FR8301015";"03064";"Château-sur-Allier";"P"
"81300";"8305";"FR8301015";"03176";"Monétay-sur-Allier";"P"
"81301";"8305";"FR8301015";"03204";"Paray-sous-Briailles";"P"
"81302";"8305";"FR8301015";"03254";"Saint-Pourçain-sur-Sioule";"P"
"81303";"8306";"FR8301016";"03001";"Abrest";"P"
"81304";"8306";"FR8301016";"03023";"Bellerive-sur-Allier";"P"
"81305";"8306";"FR8301016";"03029";"Billy";"P"
"81306";"8306";"FR8301016";"03060";"Charmeil";"P"
"81307";"8306";"FR8301016";"03091";"Créchy";"P"
"81308";"8306";"FR8301016";"03094";"Creuzier-le-Vieux";"P"
"81309";"8306";"FR8301016";"03126";"Hauterive";"P"
"81310";"8306";"FR8301016";"03163";"Mariol";"P"
"81311";"8306";"FR8301016";"03204";"Paray-sous-Briailles";"P"
"81312";"8306";"FR8301016";"03236";"Saint-Germain-des-Fossés";"P"
"81313";"8306";"FR8301016";"03258";"Saint-Rémy-en-Rollat";"P"
"81314";"8306";"FR8301016";"03264";"Saint-Yorre";"P"
"81315";"8306";"FR8301016";"03298";"Varennes-sur-Allier";"P"
"81316";"8306";"FR8301016";"03310";"Vichy";"P"
"81317";"8306";"FR8301016";"63387";"Saint-Priest-Bramefant";"P"
"81318";"8306";"FR8301016";"03160";"Marcenat";"P"
"81319";"8306";"FR8301016";"63400";"Saint-Sylvestre-Pragoulin";"P"
"81320";"8307";"FR8301021";"03168";"Meaulne-Vitray";"P"
"81321";"8307";"FR8301021";"03087";"Couleuvre";"P"
"81322";"8307";"FR8301021";"03130";"Isle-et-Bardais";"P"
"81323";"8307";"FR8301021";"03221";"Saint-Bonnet-Tronçais";"P"
"81324";"8307";"FR8301021";"03048";"Cérilly";"P"
"81325";"8307";"FR8301021";"03296";"Valigny";"P"
"81326";"8307";"FR8301021";"03037";"Braize";"P"
"81327";"8307";"FR8301021";"03041";"Brethon";"P"
"81328";"8308";"FR8301030";"63057";"Brugeron";"P"
"81329";"8308";"FR8301030";"63179";"Job";"P"
"81330";"8308";"FR8301030";"63319";"Saint-Anthème";"P"
"81331";"8308";"FR8301030";"63384";"Saint-Pierre-la-Bourlhonne";"P"
"81332";"8308";"FR8301030";"63003";"Ambert";"P"
"81333";"8308";"FR8301030";"63173";"Grandrif";"P"
