"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"13214";"7632";"FR7300825";"20";"Collectivité territoriale";
"13215";"7632";"FR7300825";"61";"Domaine privé de l'état";
"13224";"7635";"FR8201638";"01";"Propriété privée (personne physique)";
"13225";"7635";"FR8201638";"05";"Propriété d'une association, groupement ou société";
"13226";"7635";"FR8201638";"20";"Collectivité territoriale";
"13227";"7635";"FR8201638";"50";"Domaine régional";
"13228";"7636";"FR8201643";"01";"Propriété privée (personne physique)";
"13229";"7636";"FR8201643";"05";"Propriété d'une association, groupement ou société";
"13230";"7636";"FR8201643";"20";"Collectivité territoriale";
"13231";"7636";"FR8201643";"50";"Domaine régional";
"13232";"7636";"FR8201643";"62";"Domaine public de l'état";
"13237";"7639";"FR8201670";"00";"Indéterminé";"100"
"13238";"7640";"FR8201679";"01";"Propriété privée (personne physique)";
"13239";"7640";"FR8201679";"05";"Propriété d'une association, groupement ou société";
"13245";"7642";"FR8201694";"01";"Propriété privée (personne physique)";
"13246";"7643";"FR8201695";"01";"Propriété privée (personne physique)";
"13247";"7643";"FR8201695";"05";"Propriété d'une association, groupement ou société";
"13248";"7644";"FR8201698";"01";"Propriété privée (personne physique)";
"13249";"7644";"FR8201698";"05";"Propriété d'une association, groupement ou société";
"13250";"7644";"FR8201698";"30";"Domaine communal";
"13251";"7644";"FR8201698";"60";"Domaine de l'état";
"13260";"7647";"FR8201711";"01";"Propriété privée (personne physique)";
"13261";"7647";"FR8201711";"05";"Propriété d'une association, groupement ou société";
"13262";"7648";"FR8201732";"30";"Domaine communal";
"13263";"7650";"FR8201775";"01";"Propriété privée (personne physique)";"27"
"13264";"7650";"FR8201775";"30";"Domaine communal";"55"
"13267";"7652";"FR8301012";"01";"Propriété privée (personne physique)";
"13268";"7652";"FR8301012";"30";"Domaine communal";
"13269";"7654";"FR8301058";"01";"Propriété privée (personne physique)";
"13270";"7655";"FR8301061";"01";"Propriété privée (personne physique)";"96"
"13271";"7655";"FR8301061";"22";"Domaine public d'une collectivité territoriale";"2"
"13272";"7655";"FR8301061";"30";"Domaine communal";"2"
"13273";"7656";"FR8301065";"01";"Propriété privée (personne physique)";"72"
"13274";"7656";"FR8301065";"30";"Domaine communal";"28"
"13276";"7658";"FR8301068";"01";"Propriété privée (personne physique)";"36"
"13277";"7658";"FR8301068";"20";"Collectivité territoriale";"29"
"13278";"7658";"FR8301068";"61";"Domaine privé de l'état";"35"
"13284";"7661";"FR8301096";"00";"Indéterminé";"100"
"13285";"7662";"FR8302014";"01";"Propriété privée (personne physique)";"100"
"13286";"7663";"FR8302015";"01";"Propriété privée (personne physique)";
"13287";"7664";"FR8302019";"01";"Propriété privée (personne physique)";"100"
"13288";"7665";"FR8302034";"01";"Propriété privée (personne physique)";"76,2"
"13289";"7665";"FR8302034";"05";"Propriété d'une association, groupement ou société";"15,4"
"13290";"7665";"FR8302034";"10";"Etablissement public";"0,9"
"13291";"7665";"FR8302034";"32";"Domaine public communal";"2,8"
"13292";"7665";"FR8302034";"42";"Domaine public départemental";"0,3"
"13293";"7665";"FR8302034";"62";"Domaine public de l'état";"0,1"
"13294";"7665";"FR8302034";"00";"Indéterminé";"4,3"
"13295";"7666";"FR8302038";"00";"Indéterminé";"100"
"13296";"7667";"FR9101392";"01";"Propriété privée (personne physique)";"65,17"
"13297";"7667";"FR9101392";"00";"Indéterminé";"0"
"13298";"7667";"FR9101392";"10";"Etablissement public";"0"
"13299";"7667";"FR9101392";"20";"Collectivité territoriale";"1,91"
"13300";"7667";"FR9101392";"30";"Domaine communal";"21,51"
"13301";"7667";"FR9101392";"40";"Domaine départemental";"11,41"
"13302";"7667";"FR9101392";"50";"Domaine régional";"0"
"13303";"7667";"FR9101392";"60";"Domaine de l'état";"0"
"13306";"7669";"FR9101453";"01";"Propriété privée (personne physique)";
"13307";"7669";"FR9101453";"20";"Collectivité territoriale";
"13311";"7671";"FR9301546";"01";"Propriété privée (personne physique)";"75"
"13312";"7671";"FR9301546";"30";"Domaine communal";"25"
"13323";"7676";"FR9400570";"01";"Propriété privée (personne physique)";
"13324";"7676";"FR9400570";"20";"Collectivité territoriale";
"13325";"7676";"FR9400570";"50";"Domaine régional";
"13326";"7676";"FR9400570";"62";"Domaine public de l'état";"87"
"13327";"7676";"FR9400570";"64";"Domaine public maritime";"78"
"13328";"7677";"FR9400609";"40";"Domaine départemental";
"13329";"7677";"FR9400609";"62";"Domaine public de l'état";"33"
"13330";"7677";"FR9400609";"64";"Domaine public maritime";"21"
"13331";"7678";"FR9402001";"62";"Domaine public de l'état";
"13332";"7679";"FR9402010";"64";"Domaine public maritime";
"13333";"7679";"FR9402010";"70";"Eaux territoriales";
"13334";"7680";"FR9402017";"64";"Domaine public maritime";
"13335";"7680";"FR9402017";"70";"Eaux territoriales";
"13337";"7682";"FR1100814";"00";"Indéterminé";"100"
"13338";"7683";"FR1110025";"50";"Domaine régional";"30"
"13339";"7683";"FR1110025";"61";"Domaine privé de l'état";"70"
"13340";"7684";"FR1110102";"01";"Propriété privée (personne physique)";"50"
"13341";"7684";"FR1110102";"32";"Domaine public communal";"50"
"13342";"7684";"FR1110102";"40";"Domaine départemental";
"13343";"7685";"FR1110795";"01";"Propriété privée (personne physique)";"30"
"13344";"7685";"FR1110795";"62";"Domaine public de l'état";"70"
"13345";"7686";"FR1112001";"01";"Propriété privée (personne physique)";"68"
"13346";"7686";"FR1112001";"30";"Domaine communal";"5"
"13347";"7686";"FR1112001";"60";"Domaine de l'état";"27"
"13348";"7687";"FR1112002";"01";"Propriété privée (personne physique)";"60"
"13349";"7687";"FR1112002";"10";"Etablissement public";"10"
"13350";"7687";"FR1112002";"30";"Domaine communal";"10"
"13351";"7687";"FR1112002";"40";"Domaine départemental";"2"
"13352";"7687";"FR1112002";"50";"Domaine régional";"2"
"13353";"7687";"FR1112002";"60";"Domaine de l'état";"15"
"13354";"7688";"FR1112003";"01";"Propriété privée (personne physique)";"70"
"13355";"7688";"FR1112003";"40";"Domaine départemental";"10"
"13356";"7688";"FR1112003";"50";"Domaine régional";"20"
"13357";"7689";"FR1112011";"20";"Collectivité territoriale";"16"
"13358";"7689";"FR1112011";"60";"Domaine de l'état";"84"
"13359";"7691";"FR1112013";"01";"Propriété privée (personne physique)";"2"
"13360";"7691";"FR1112013";"30";"Domaine communal";"9"
"13361";"7691";"FR1112013";"40";"Domaine départemental";"65"
"13362";"7691";"FR1112013";"60";"Domaine de l'état";"24"
"13369";"7694";"FR2100253";"01";"Propriété privée (personne physique)";
"13370";"7694";"FR2100253";"05";"Propriété d'une association, groupement ou société";
"13372";"7696";"FR2100257";"61";"Domaine privé de l'état";"100"
"13373";"7697";"FR2100262";"01";"Propriété privée (personne physique)";
"13374";"7698";"FR2100267";"01";"Propriété privée (personne physique)";
"13375";"7698";"FR2100267";"05";"Propriété d'une association, groupement ou société";
"13376";"7699";"FR2100268";"01";"Propriété privée (personne physique)";
"13377";"7699";"FR2100268";"05";"Propriété d'une association, groupement ou société";
"13378";"7700";"FR2100286";"01";"Propriété privée (personne physique)";
"13379";"7700";"FR2100286";"30";"Domaine communal";
"13382";"7702";"FR2100291";"01";"Propriété privée (personne physique)";
"13393";"7707";"FR2100311";"61";"Domaine privé de l'état";"100"
"13400";"7710";"FR2100320";"01";"Propriété privée (personne physique)";
"13401";"7710";"FR2100320";"05";"Propriété d'une association, groupement ou société";
"13402";"7711";"FR2100322";"01";"Propriété privée (personne physique)";
"13403";"7711";"FR2100322";"05";"Propriété d'une association, groupement ou société";
"13407";"7714";"FR2100331";"01";"Propriété privée (personne physique)";
"13408";"7714";"FR2100331";"05";"Propriété d'une association, groupement ou société";
"13411";"7716";"FR2100333";"01";"Propriété privée (personne physique)";
"13412";"7716";"FR2100333";"62";"Domaine public de l'état";
"13413";"7717";"FR2100335";"01";"Propriété privée (personne physique)";
"13415";"7719";"FR2100340";"01";"Propriété privée (personne physique)";
"13416";"7719";"FR2100340";"05";"Propriété d'une association, groupement ou société";
"13429";"7724";"FR2502001";"61";"Domaine privé de l'état";"100"
"13430";"7725";"FR2502019";"70";"Eaux territoriales";"100"
"13431";"7726";"FR2600956";"01";"Propriété privée (personne physique)";
"13432";"7726";"FR2600956";"20";"Collectivité territoriale";
"13433";"7726";"FR2600956";"61";"Domaine privé de l'état";
"13434";"7727";"FR2600957";"01";"Propriété privée (personne physique)";
"13435";"7727";"FR2600957";"31";"Domaine privé communal";
"13436";"7727";"FR2600957";"61";"Domaine privé de l'état";
"13437";"7727";"FR2600957";"62";"Domaine public de l'état";
"13440";"7729";"FR2600973";"01";"Propriété privée (personne physique)";"70"
"13441";"7729";"FR2600973";"30";"Domaine communal";"30"
"13445";"7731";"FR2600975";"31";"Domaine privé communal";
"13449";"7733";"FR2601005";"01";"Propriété privée (personne physique)";
"13450";"7733";"FR2601005";"30";"Domaine communal";
"13459";"7737";"FR4100190";"01";"Propriété privée (personne physique)";
"13460";"7737";"FR4100190";"05";"Propriété d'une association, groupement ou société";
"13461";"7737";"FR4100190";"30";"Domaine communal";
"13468";"7740";"FR4201798";"01";"Propriété privée (personne physique)";
"13469";"7740";"FR4201798";"05";"Propriété d'une association, groupement ou société";
"13470";"7740";"FR4201798";"30";"Domaine communal";
"13471";"7740";"FR4201798";"60";"Domaine de l'état";
"13472";"7740";"FR4201798";"61";"Domaine privé de l'état";
"13476";"7742";"FR4201805";"10";"Etablissement public";
"13477";"7742";"FR4201805";"30";"Domaine communal";
"13478";"7742";"FR4201805";"60";"Domaine de l'état";
"13479";"7742";"FR4201805";"61";"Domaine privé de l'état";
"13480";"7743";"FR4202000";"01";"Propriété privée (personne physique)";
"13481";"7743";"FR4202000";"30";"Domaine communal";
"13485";"7745";"FR4301283";"60";"Domaine de l'état";"15"
"13489";"7747";"FR4301309";"01";"Propriété privée (personne physique)";"100"
"13490";"7747";"FR4301309";"30";"Domaine communal";"0"
"13491";"7747";"FR4301309";"60";"Domaine de l'état";"0"
"13498";"7750";"FR4301342";"01";"Propriété privée (personne physique)";
"13499";"7750";"FR4301342";"10";"Etablissement public";
"13500";"7750";"FR4301342";"30";"Domaine communal";
"13511";"7754";"FR5310011";"20";"Collectivité territoriale";
"13512";"7754";"FR5310011";"62";"Domaine public de l'état";
"13513";"7754";"FR5310011";"64";"Domaine public maritime";
"13514";"7754";"FR5310011";"70";"Eaux territoriales";
"13515";"7755";"FR5310050";"64";"Domaine public maritime";
"13516";"7755";"FR5310050";"70";"Eaux territoriales";
"13520";"7759";"FR5310057";"20";"Collectivité territoriale";
"13521";"7759";"FR5310057";"62";"Domaine public de l'état";
"13522";"7759";"FR5310057";"64";"Domaine public maritime";
"13523";"7759";"FR5310057";"70";"Eaux territoriales";
"13524";"7760";"FR5310070";"20";"Collectivité territoriale";
"13525";"7760";"FR5310070";"62";"Domaine public de l'état";
"13526";"7760";"FR5310070";"64";"Domaine public maritime";
"13527";"7760";"FR5310070";"70";"Eaux territoriales";
"13528";"7762";"FR5310072";"20";"Collectivité territoriale";
"13529";"7762";"FR5310072";"62";"Domaine public de l'état";
"13530";"7762";"FR5310072";"64";"Domaine public maritime";
"13531";"7762";"FR5310072";"70";"Eaux territoriales";
"13532";"7763";"FR5310073";"20";"Collectivité territoriale";
"13533";"7763";"FR5310073";"62";"Domaine public de l'état";
"13534";"7763";"FR5310073";"64";"Domaine public maritime";
"13535";"7763";"FR5310073";"70";"Eaux territoriales";
"13536";"7764";"FR5310074";"01";"Propriété privée (personne physique)";
"13537";"7764";"FR5310074";"20";"Collectivité territoriale";
"13538";"7764";"FR5310074";"62";"Domaine public de l'état";
"13539";"7764";"FR5310074";"64";"Domaine public maritime";
"13540";"7764";"FR5310074";"70";"Eaux territoriales";
"13541";"7765";"FR5310086";"20";"Collectivité territoriale";
"13542";"7765";"FR5310086";"62";"Domaine public de l'état";
"13543";"7765";"FR5310086";"64";"Domaine public maritime";
"13544";"7765";"FR5310086";"70";"Eaux territoriales";
"13545";"7766";"FR5310092";"01";"Propriété privée (personne physique)";
"13546";"7766";"FR5310092";"20";"Collectivité territoriale";
"13547";"7766";"FR5310092";"62";"Domaine public de l'état";
"13548";"7766";"FR5310092";"64";"Domaine public maritime";
"13549";"7766";"FR5310092";"70";"Eaux territoriales";
"13550";"7769";"FR5310095";"64";"Domaine public maritime";
"13551";"7769";"FR5310095";"70";"Eaux territoriales";
"13552";"7769";"FR5310095";"20";"Collectivité territoriale";
"13553";"7770";"FR5312003";"64";"Domaine public maritime";
"13554";"7771";"FR5312004";"64";"Domaine public maritime";
"13555";"7772";"FR5312005";"01";"Propriété privée (personne physique)";
"13556";"7772";"FR5312005";"62";"Domaine public de l'état";
"13557";"7772";"FR5312005";"64";"Domaine public maritime";
"13558";"7773";"FR5312009";"64";"Domaine public maritime";
"13559";"7773";"FR5312009";"70";"Eaux territoriales";
"13560";"7774";"FR5312010";"64";"Domaine public maritime";
"13561";"7774";"FR5312010";"70";"Eaux territoriales";
"13562";"7775";"FR5312011";"20";"Collectivité territoriale";
"13563";"7775";"FR5312011";"62";"Domaine public de l'état";
"13564";"7775";"FR5312011";"64";"Domaine public maritime";
"13565";"7775";"FR5312011";"70";"Eaux territoriales";
"13574";"7782";"FR7401129";"01";"Propriété privée (personne physique)";"50"
"13575";"7782";"FR7401129";"63";"Domaine public fluvial";"20"
"13576";"7782";"FR7401129";"30";"Domaine communal";"30"
"13577";"7784";"FR7401147";"01";"Propriété privée (personne physique)";"88"
"13578";"7784";"FR7401147";"31";"Domaine privé communal";"7"
"13579";"7784";"FR7401147";"32";"Domaine public communal";"5"
"13584";"7787";"FR8201720";"01";"Propriété privée (personne physique)";
"13585";"7787";"FR8201720";"05";"Propriété d'une association, groupement ou société";
"13586";"7787";"FR8201720";"30";"Domaine communal";
"13587";"7787";"FR8201720";"62";"Domaine public de l'état";
"13599";"7793";"FR9101357";"01";"Propriété privée (personne physique)";
"13600";"7793";"FR9101357";"20";"Collectivité territoriale";
"13601";"7793";"FR9101357";"50";"Domaine régional";
"13602";"7793";"FR9101357";"62";"Domaine public de l'état";
"13616";"7796";"FR9101458";"01";"Propriété privée (personne physique)";
"13617";"7797";"FR9102005";"00";"Indéterminé";"100"
"13618";"7798";"FR9102008";"00";"Indéterminé";"100"
"13632";"7803";"FR9400588";"01";"Propriété privée (personne physique)";"99"
"13633";"7803";"FR9400588";"20";"Collectivité territoriale";"1"
"13637";"7805";"FR1102009";"01";"Propriété privée (personne physique)";"40"
"13638";"7805";"FR1102009";"32";"Domaine public communal";"30"
"13639";"7808";"FR2400564";"01";"Propriété privée (personne physique)";"95"
"13640";"7808";"FR2400564";"30";"Domaine communal";"5"
"13641";"7809";"FR2600966";"01";"Propriété privée (personne physique)";"60"
"13642";"7809";"FR2600966";"20";"Collectivité territoriale";
"13643";"7809";"FR2600966";"30";"Domaine communal";
"13644";"7809";"FR2600966";"50";"Domaine régional";
"13645";"7809";"FR2600966";"62";"Domaine public de l'état";
"13646";"7809";"FR2600966";"63";"Domaine public fluvial";"30"
"13647";"7810";"FR2600971";"01";"Propriété privée (personne physique)";"65"
"13648";"7810";"FR2600971";"20";"Collectivité territoriale";"35"
"13652";"7812";"FR2601017";"01";"Propriété privée (personne physique)";
"13653";"7812";"FR2601017";"20";"Collectivité territoriale";
"13654";"7812";"FR2601017";"50";"Domaine régional";
"13655";"7812";"FR2601017";"62";"Domaine public de l'état";
"13656";"7812";"FR2601017";"63";"Domaine public fluvial";"20"
"13657";"7813";"FR4100172";"31";"Domaine privé communal";
"13658";"7814";"FR4301280";"01";"Propriété privée (personne physique)";"90,8"
"13659";"7814";"FR4301280";"30";"Domaine communal";"9,2"
"13660";"7814";"FR4301280";"60";"Domaine de l'état";"0"
"13661";"7815";"FR4301288";"01";"Propriété privée (personne physique)";"58"
"13662";"7815";"FR4301288";"30";"Domaine communal";"42"
"13663";"7815";"FR4301288";"60";"Domaine de l'état";"0"
"13664";"7816";"FR4301289";"01";"Propriété privée (personne physique)";"34"
"13665";"7816";"FR4301289";"30";"Domaine communal";"66"
"13666";"7816";"FR4301289";"60";"Domaine de l'état";"0"
"13667";"7817";"FR4301294";"01";"Propriété privée (personne physique)";
"13668";"7817";"FR4301294";"05";"Propriété d'une association, groupement ou société";
"13669";"7817";"FR4301294";"20";"Collectivité territoriale";
"13670";"7817";"FR4301294";"61";"Domaine privé de l'état";
"13674";"7819";"FR4301338";"01";"Propriété privée (personne physique)";"94"
"13675";"7819";"FR4301338";"30";"Domaine communal";"6"
"13676";"7819";"FR4301338";"60";"Domaine de l'état";"0"
"13677";"7820";"FR4301345";"01";"Propriété privée (personne physique)";"79"
"13678";"7820";"FR4301345";"30";"Domaine communal";"21"
"13679";"7820";"FR4301345";"60";"Domaine de l'état";"0"
"13698";"7827";"FR7200669";"01";"Propriété privée (personne physique)";
"13705";"7831";"FR7200727";"01";"Propriété privée (personne physique)";"15"
"13706";"7831";"FR7200727";"30";"Domaine communal";"85"
"13707";"7832";"FR7200736";"01";"Propriété privée (personne physique)";
"13708";"7833";"FR7200766";"01";"Propriété privée (personne physique)";
"13709";"7833";"FR7200766";"05";"Propriété d'une association, groupement ou société";
"13710";"7834";"FR7200795";"30";"Domaine communal";
"13712";"7836";"FR7300868";"01";"Propriété privée (personne physique)";
"13713";"7837";"FR7300926";"00";"Indéterminé";"100"
"13714";"7838";"FR7310088";"00";"Indéterminé";"100"
"13715";"7839";"FR7312001";"00";"Indéterminé";"100"
"13716";"7840";"FR7312002";"00";"Indéterminé";"100"
"13717";"7841";"FR7312003";"00";"Indéterminé";"100"
"13718";"7842";"FR7312004";"00";"Indéterminé";"100"
"13719";"7843";"FR7312005";"00";"Indéterminé";"100"
"13720";"7844";"FR7312006";"00";"Indéterminé";"100"
"13721";"7845";"FR7312007";"00";"Indéterminé";"100"
"13722";"7846";"FR7312008";"62";"Domaine public de l'état";"20"
"13723";"7846";"FR7312008";"00";"Indéterminé";"80"
"13724";"7847";"FR7312009";"00";"Indéterminé";"100"
"13725";"7848";"FR7312010";"63";"Domaine public fluvial";"20"
"13726";"7849";"FR7312011";"00";"Indéterminé";"100"
"13727";"7850";"FR7312012";"00";"Indéterminé";"100"
"13728";"7851";"FR7312013";"00";"Indéterminé";"100"
"13729";"7852";"FR7312014";"00";"Indéterminé";"100"
"13756";"7862";"FR8201681";"01";"Propriété privée (personne physique)";"89,2"
"13757";"7862";"FR8201681";"05";"Propriété d'une association, groupement ou société";"0,2"
"13758";"7862";"FR8201681";"62";"Domaine public de l'état";"6,6"
"13759";"7862";"FR8201681";"30";"Domaine communal";"4"
"13760";"7863";"FR8201686";"40";"Domaine départemental";
"13761";"7865";"FR8201704";"31";"Domaine privé communal";"0,01"
"13762";"7865";"FR8201704";"42";"Domaine public départemental";"4,8"
"13763";"7865";"FR8201704";"01";"Propriété privée (personne physique)";"25,3"
"13764";"7865";"FR8201704";"05";"Propriété d'une association, groupement ou société";"4"
"13765";"7865";"FR8201704";"32";"Domaine public communal";"47,1"
"13766";"7865";"FR8201704";"62";"Domaine public de l'état";"18,2"
"13767";"7865";"FR8201704";"10";"Etablissement public";"0,01"
"13768";"7865";"FR8201704";"00";"Indéterminé";"0,58"
"13769";"7866";"FR8201705";"01";"Propriété privée (personne physique)";"35"
"13770";"7866";"FR8201705";"05";"Propriété d'une association, groupement ou société";"2"
"13771";"7866";"FR8201705";"30";"Domaine communal";"63"
"13772";"7867";"FR8201708";"01";"Propriété privée (personne physique)";"35"
"13773";"7867";"FR8201708";"20";"Collectivité territoriale";"50"
"13774";"7867";"FR8201708";"00";"Indéterminé";"15"
"13775";"7868";"FR8201733";"01";"Propriété privée (personne physique)";"27"
"13776";"7868";"FR8201733";"30";"Domaine communal";"73"
"13779";"7870";"FR8201744";"01";"Propriété privée (personne physique)";"8,4"
"13780";"7870";"FR8201744";"05";"Propriété d'une association, groupement ou société";"1,1"
"13781";"7870";"FR8201744";"62";"Domaine public de l'état";"23,6"
"13782";"7870";"FR8201744";"42";"Domaine public départemental";"19,2"
"13783";"7870";"FR8201744";"31";"Domaine privé communal";"43,5"
"13784";"7870";"FR8201744";"10";"Etablissement public";"4,2"
"13785";"7871";"FR8201747";"01";"Propriété privée (personne physique)";"32"
"13786";"7871";"FR8201747";"30";"Domaine communal";"55"
"13787";"7871";"FR8201747";"60";"Domaine de l'état";"13"
"13788";"7872";"FR8201751";"01";"Propriété privée (personne physique)";
"13789";"7872";"FR8201751";"05";"Propriété d'une association, groupement ou société";
"13790";"7872";"FR8201751";"30";"Domaine communal";
"13797";"7875";"FR8201777";"01";"Propriété privée (personne physique)";"79"
"13798";"7875";"FR8201777";"05";"Propriété d'une association, groupement ou société";"3,2"
"13799";"7875";"FR8201777";"30";"Domaine communal";"17,8"
"13800";"7876";"FR8201778";"01";"Propriété privée (personne physique)";
"13801";"7876";"FR8201778";"05";"Propriété d'une association, groupement ou société";"35"
"13802";"7876";"FR8201778";"20";"Collectivité territoriale";
"13803";"7876";"FR8201778";"30";"Domaine communal";
"13804";"7877";"FR8201779";"01";"Propriété privée (personne physique)";
"13805";"7877";"FR8201779";"05";"Propriété d'une association, groupement ou société";
"13806";"7877";"FR8201779";"20";"Collectivité territoriale";
"13807";"7877";"FR8201779";"62";"Domaine public de l'état";
"13813";"7879";"FR8301086";"01";"Propriété privée (personne physique)";"15"
"13814";"7879";"FR8301086";"60";"Domaine de l'état";"73"
"13815";"7879";"FR8301086";"22";"Domaine public d'une collectivité territoriale";"12"
"13816";"7880";"FR8302021";"01";"Propriété privée (personne physique)";
"13829";"7884";"FR9110033";"01";"Propriété privée (personne physique)";"55"
"13830";"7884";"FR9110033";"20";"Collectivité territoriale";"5"
"13831";"7884";"FR9110033";"62";"Domaine public de l'état";"40"
"13832";"7885";"FR9110034";"01";"Propriété privée (personne physique)";"5"
"13833";"7885";"FR9110034";"10";"Etablissement public";"1"
"13834";"7885";"FR9110034";"20";"Collectivité territoriale";
"13835";"7885";"FR9110034";"30";"Domaine communal";"4"
"13836";"7885";"FR9110034";"62";"Domaine public de l'état";
"13837";"7885";"FR9110034";"63";"Domaine public fluvial";"90"
"13838";"7885";"FR9110034";"64";"Domaine public maritime";
"13839";"7886";"FR9110042";"01";"Propriété privée (personne physique)";
"13840";"7886";"FR9110042";"62";"Domaine public de l'état";
"13841";"7888";"FR9110081";"01";"Propriété privée (personne physique)";
"13842";"7888";"FR9110081";"20";"Collectivité territoriale";
"13843";"7888";"FR9110081";"62";"Domaine public de l'état";
"13844";"7888";"FR9110081";"00";"Indéterminé";"100"
"13845";"7889";"FR9110108";"01";"Propriété privée (personne physique)";
"13846";"7889";"FR9110108";"20";"Collectivité territoriale";
"13847";"7889";"FR9110108";"62";"Domaine public de l'état";
"13848";"7890";"FR9110111";"01";"Propriété privée (personne physique)";"35"
"13849";"7890";"FR9110111";"20";"Collectivité territoriale";"65"
"13850";"7891";"FR9112001";"01";"Propriété privée (personne physique)";"53"
"13851";"7891";"FR9112001";"32";"Domaine public communal";"40"
"13852";"7891";"FR9112001";"42";"Domaine public départemental";"7"
"13853";"7892";"FR9112002";"01";"Propriété privée (personne physique)";"84"
"13854";"7892";"FR9112002";"30";"Domaine communal";"11"
"13855";"7892";"FR9112002";"40";"Domaine départemental";"5"
"13856";"7893";"FR9112003";"00";"Indéterminé";"100"
"13857";"7894";"FR9112004";"00";"Indéterminé";"100"
"13858";"7895";"FR9112005";"01";"Propriété privée (personne physique)";
"13859";"7895";"FR9112005";"62";"Domaine public de l'état";
"13860";"7896";"FR9112006";"00";"Indéterminé";"100"
"13861";"7897";"FR9112007";"01";"Propriété privée (personne physique)";"35"
"13862";"7897";"FR9112007";"20";"Collectivité territoriale";"5"
"13863";"7897";"FR9112007";"62";"Domaine public de l'état";"60"
"13864";"7898";"FR9112008";"01";"Propriété privée (personne physique)";
"13865";"7898";"FR9112008";"20";"Collectivité territoriale";
"13866";"7898";"FR9112008";"60";"Domaine de l'état";
"13867";"7899";"FR9112009";"01";"Propriété privée (personne physique)";
"13868";"7899";"FR9112009";"20";"Collectivité territoriale";
"13869";"7899";"FR9112009";"62";"Domaine public de l'état";
"13870";"7900";"FR9112010";"01";"Propriété privée (personne physique)";"90"
"13871";"7901";"FR9112011";"01";"Propriété privée (personne physique)";
"13872";"7901";"FR9112011";"30";"Domaine communal";
"13873";"7901";"FR9112011";"61";"Domaine privé de l'état";
"13874";"7902";"FR9112012";"01";"Propriété privée (personne physique)";"88,7"
"13875";"7902";"FR9112012";"20";"Collectivité territoriale";"11,3"
"13876";"7903";"FR9112013";"01";"Propriété privée (personne physique)";
"13877";"7903";"FR9112013";"62";"Domaine public de l'état";
"13878";"7903";"FR9112013";"64";"Domaine public maritime";
"13879";"7904";"FR9112014";"01";"Propriété privée (personne physique)";
"13880";"7904";"FR9112014";"00";"Indéterminé";"100"
"13881";"7905";"FR9112015";"01";"Propriété privée (personne physique)";
"13882";"7906";"FR9112016";"01";"Propriété privée (personne physique)";"92,79"
"13883";"7906";"FR9112016";"30";"Domaine communal";"1,13"
"13884";"7906";"FR9112016";"05";"Propriété d'une association, groupement ou société";"4,43"
"13885";"7906";"FR9112016";"20";"Collectivité territoriale";"1,64"
"13886";"7906";"FR9112016";"60";"Domaine de l'état";"0,01"
"13887";"7907";"FR9112017";"01";"Propriété privée (personne physique)";
"13888";"7907";"FR9112017";"20";"Collectivité territoriale";
"13889";"7907";"FR9112017";"62";"Domaine public de l'état";
"13890";"7907";"FR9112017";"64";"Domaine public maritime";
"13891";"7908";"FR9112018";"01";"Propriété privée (personne physique)";"62,2"
"13892";"7908";"FR9112018";"20";"Collectivité territoriale";"12,6"
"13893";"7908";"FR9112018";"30";"Domaine communal";"11,9"
"13894";"7908";"FR9112018";"40";"Domaine départemental";"0,4"
"13895";"7908";"FR9112018";"60";"Domaine de l'état";"8"
"13896";"7908";"FR9112018";"00";"Indéterminé";"4,9"
"13897";"7909";"FR9112019";"01";"Propriété privée (personne physique)";
"13898";"7909";"FR9112019";"10";"Etablissement public";
"13899";"7910";"FR9112021";"01";"Propriété privée (personne physique)";
"13900";"7911";"FR9112022";"01";"Propriété privée (personne physique)";"94,4"
"13901";"7911";"FR9112022";"62";"Domaine public de l'état";"5,6"
"13902";"7912";"FR9112023";"01";"Propriété privée (personne physique)";
"13903";"7912";"FR9112023";"20";"Collectivité territoriale";
"13904";"7913";"FR9112024";"01";"Propriété privée (personne physique)";
"13905";"7913";"FR9112024";"20";"Collectivité territoriale";
"13906";"7913";"FR9112024";"62";"Domaine public de l'état";
"13907";"7913";"FR9112024";"00";"Indéterminé";"100"
"13908";"7914";"FR9112027";"01";"Propriété privée (personne physique)";
"13909";"7914";"FR9112027";"20";"Collectivité territoriale";
"13910";"7914";"FR9112027";"62";"Domaine public de l'état";
"13911";"7915";"FR9112028";"00";"Indéterminé";"100"
"13912";"7916";"FR9112029";"00";"Indéterminé";"100"
"13913";"7917";"FR9112030";"01";"Propriété privée (personne physique)";"58,34"
"13914";"7917";"FR9112030";"10";"Etablissement public";"4,36"
"13915";"7917";"FR9112030";"32";"Domaine public communal";"37,3"
"13916";"7918";"FR9112031";"00";"Indéterminé";"100"
"13917";"7918";"FR9112031";"20";"Collectivité territoriale";
"13918";"7918";"FR9112031";"60";"Domaine de l'état";
"13919";"7919";"FR9112032";"00";"Indéterminé";"100"
"13920";"7920";"FR9112033";"01";"Propriété privée (personne physique)";
"13921";"7920";"FR9112033";"20";"Collectivité territoriale";
"13922";"7920";"FR9112033";"50";"Domaine régional";
"13923";"7920";"FR9112033";"62";"Domaine public de l'état";
"13924";"7921";"FR9112037";"42";"Domaine public départemental";"20"
"13925";"7921";"FR9112037";"32";"Domaine public communal";"80"
