"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"13927";"7922";"FR1100810";"01";"Propriété privée (personne physique)";"100"
"13928";"7922";"FR1100810";"40";"Domaine départemental";
"13929";"7923";"FR2100247";"01";"Propriété privée (personne physique)";
"13930";"7923";"FR2100247";"05";"Propriété d'une association, groupement ou société";
"13931";"7924";"FR2100290";"01";"Propriété privée (personne physique)";
"13932";"7924";"FR2100290";"05";"Propriété d'une association, groupement ou société";
"13934";"7926";"FR2100318";"01";"Propriété privée (personne physique)";
"13935";"7926";"FR2100318";"05";"Propriété d'une association, groupement ou société";
"13936";"7927";"FR2100326";"01";"Propriété privée (personne physique)";
"13937";"7928";"FR2100332";"01";"Propriété privée (personne physique)";
"13938";"7928";"FR2100332";"05";"Propriété d'une association, groupement ou société";
"13939";"7929";"FR2100339";"01";"Propriété privée (personne physique)";
"13940";"7930";"FR2100620";"01";"Propriété privée (personne physique)";
"13941";"7932";"FR2300128";"90";"Autre";"15"
"13942";"7932";"FR2300128";"01";"Propriété privée (personne physique)";"85"
"13943";"7933";"FR2600965";"01";"Propriété privée (personne physique)";"20"
"13944";"7933";"FR2600965";"63";"Domaine public fluvial";"75"
"13945";"7933";"FR2600965";"20";"Collectivité territoriale";"5"
"13952";"7936";"FR2601011";"01";"Propriété privée (personne physique)";
"13953";"7936";"FR2601011";"61";"Domaine privé de l'état";
"13954";"7937";"FR2601015";"01";"Propriété privée (personne physique)";"93"
"13955";"7937";"FR2601015";"30";"Domaine communal";"5"
"13956";"7937";"FR2601015";"61";"Domaine privé de l'état";"2"
"13957";"7938";"FR4100199";"01";"Propriété privée (personne physique)";
"13958";"7938";"FR4100199";"05";"Propriété d'une association, groupement ou société";
"13959";"7938";"FR4100199";"20";"Collectivité territoriale";
"13960";"7938";"FR4100199";"50";"Domaine régional";
"13961";"7938";"FR4100199";"61";"Domaine privé de l'état";
"13962";"7939";"FR4100203";"20";"Collectivité territoriale";
"13963";"7939";"FR4100203";"61";"Domaine privé de l'état";
"13964";"7940";"FR4100204";"10";"Etablissement public";
"13965";"7941";"FR4201796";"30";"Domaine communal";"70"
"13966";"7941";"FR4201796";"90";"Autre";"30"
"13967";"7942";"FR4212813";"00";"Indéterminé";"100"
"13976";"7945";"FR4301317";"01";"Propriété privée (personne physique)";"10"
"13977";"7945";"FR4301317";"30";"Domaine communal";"29"
"13978";"7945";"FR4301317";"60";"Domaine de l'état";"61"
"13979";"7946";"FR4301322";"01";"Propriété privée (personne physique)";"68"
"13980";"7946";"FR4301322";"30";"Domaine communal";"32"
"13981";"7946";"FR4301322";"60";"Domaine de l'état";"0"
"13982";"7947";"FR4301334";"01";"Propriété privée (personne physique)";
"13983";"7947";"FR4301334";"30";"Domaine communal";
"13984";"7947";"FR4301334";"60";"Domaine de l'état";
"13985";"7948";"FR4301351";"01";"Propriété privée (personne physique)";"20"
"13986";"7948";"FR4301351";"30";"Domaine communal";"80"
"13987";"7948";"FR4301351";"60";"Domaine de l'état";"0"
"14009";"7957";"FR7200685";"01";"Propriété privée (personne physique)";"100"
"14013";"7959";"FR7200737";"01";"Propriété privée (personne physique)";"100"
"14014";"7960";"FR7200739";"60";"Domaine de l'état";"19"
"14015";"7960";"FR7200739";"05";"Propriété d'une association, groupement ou société";"8"
"14016";"7960";"FR7200739";"90";"Autre";"3"
"14017";"7960";"FR7200739";"01";"Propriété privée (personne physique)";"70"
"14018";"7961";"FR7200770";"60";"Domaine de l'état";"100"
"14025";"7965";"FR8201675";"01";"Propriété privée (personne physique)";"80"
"14026";"7965";"FR8201675";"32";"Domaine public communal";"10"
"14027";"7965";"FR8201675";"05";"Propriété d'une association, groupement ou société";"10"
"14028";"7966";"FR8201753";"01";"Propriété privée (personne physique)";"56"
"14029";"7966";"FR8201753";"20";"Collectivité territoriale";"38"
"14030";"7966";"FR8201753";"60";"Domaine de l'état";"6"
"14031";"7967";"FR8201764";"01";"Propriété privée (personne physique)";"27"
"14032";"7967";"FR8201764";"40";"Domaine départemental";"73"
"14033";"7968";"FR8301076";"90";"Autre";"100"
"14034";"7969";"FR8301084";"01";"Propriété privée (personne physique)";"68"
"14035";"7969";"FR8301084";"40";"Domaine départemental";"32"
"14036";"7970";"FR9101352";"01";"Propriété privée (personne physique)";
"14037";"7970";"FR9101352";"05";"Propriété d'une association, groupement ou société";
"14038";"7971";"FR9101355";"01";"Propriété privée (personne physique)";
"14039";"7971";"FR9101355";"20";"Collectivité territoriale";
"14040";"7971";"FR9101355";"50";"Domaine régional";
"14041";"7971";"FR9101355";"62";"Domaine public de l'état";
"14042";"7972";"FR9101369";"00";"Indéterminé";"100"
"14433";"8110";"FR2100249";"01";"Propriété privée (personne physique)";
"14434";"8110";"FR2100249";"05";"Propriété d'une association, groupement ou société";
"14435";"8110";"FR2100249";"20";"Collectivité territoriale";
"14436";"8110";"FR2100249";"50";"Domaine régional";
"14437";"8111";"FR2100256";"61";"Domaine privé de l'état";"100"
"14439";"8113";"FR2100283";"01";"Propriété privée (personne physique)";
"14440";"8113";"FR2100283";"05";"Propriété d'une association, groupement ou société";
"14441";"8114";"FR2100292";"01";"Propriété privée (personne physique)";
"14442";"8115";"FR2100293";"01";"Propriété privée (personne physique)";
"14443";"8116";"FR2100295";"01";"Propriété privée (personne physique)";
"14444";"8116";"FR2100295";"05";"Propriété d'une association, groupement ou société";
"14445";"8117";"FR2100296";"01";"Propriété privée (personne physique)";
"14446";"8117";"FR2100296";"05";"Propriété d'une association, groupement ou société";
"14447";"8117";"FR2100296";"20";"Collectivité territoriale";
"14448";"8117";"FR2100296";"50";"Domaine régional";
"14449";"8117";"FR2100296";"62";"Domaine public de l'état";
"14451";"8119";"FR2100300";"10";"Etablissement public";
"14452";"8120";"FR2100305";"01";"Propriété privée (personne physique)";
"14453";"8120";"FR2100305";"05";"Propriété d'une association, groupement ou société";
"14454";"8120";"FR2100305";"20";"Collectivité territoriale";
"14455";"8120";"FR2100305";"50";"Domaine régional";
"14457";"8122";"FR2100309";"01";"Propriété privée (personne physique)";
"14458";"8122";"FR2100309";"05";"Propriété d'une association, groupement ou société";
"14459";"8122";"FR2100309";"20";"Collectivité territoriale";
"14460";"8122";"FR2100309";"50";"Domaine régional";
"14461";"8123";"FR2100312";"01";"Propriété privée (personne physique)";
"14462";"8123";"FR2100312";"05";"Propriété d'une association, groupement ou société";
"14463";"8124";"FR2100314";"01";"Propriété privée (personne physique)";
"14464";"8124";"FR2100314";"05";"Propriété d'une association, groupement ou société";
"14465";"8125";"FR2100315";"10";"Etablissement public";
"14466";"8126";"FR2100317";"01";"Propriété privée (personne physique)";
"14467";"8126";"FR2100317";"05";"Propriété d'une association, groupement ou société";
"14468";"8127";"FR2100319";"01";"Propriété privée (personne physique)";
"14469";"8127";"FR2100319";"05";"Propriété d'une association, groupement ou société";
"14470";"8127";"FR2100319";"20";"Collectivité territoriale";
"14471";"8127";"FR2100319";"50";"Domaine régional";
"14472";"8128";"FR2100329";"01";"Propriété privée (personne physique)";
"14473";"8128";"FR2100329";"05";"Propriété d'une association, groupement ou société";
"14474";"8129";"FR2100330";"01";"Propriété privée (personne physique)";
"14475";"8129";"FR2100330";"05";"Propriété d'une association, groupement ou société";
"14476";"8129";"FR2100330";"30";"Domaine communal";
"14477";"8130";"FR2100334";"01";"Propriété privée (personne physique)";
"14478";"8130";"FR2100334";"05";"Propriété d'une association, groupement ou société";
"14479";"8130";"FR2100334";"20";"Collectivité territoriale";
"14480";"8130";"FR2100334";"50";"Domaine régional";
"14481";"8130";"FR2100334";"62";"Domaine public de l'état";
"14482";"8132";"FR2100345";"01";"Propriété privée (personne physique)";
"14483";"8134";"FR2300121";"64";"Domaine public maritime";"68"
"14484";"8134";"FR2300121";"90";"Autre";"32"
"14485";"8137";"FR2300126";"01";"Propriété privée (personne physique)";"99"
"14486";"8137";"FR2300126";"62";"Domaine public de l'état";"1"
"14487";"8139";"FR2300139";"01";"Propriété privée (personne physique)";"43"
"14488";"8139";"FR2300139";"64";"Domaine public maritime";"57"
"14489";"8141";"FR2300150";"01";"Propriété privée (personne physique)";
"14490";"8143";"FR2400537";"01";"Propriété privée (personne physique)";"80"
"14491";"8143";"FR2400537";"32";"Domaine public communal";"5"
"14492";"8143";"FR2400537";"05";"Propriété d'une association, groupement ou société";"2"
"14493";"8143";"FR2400537";"62";"Domaine public de l'état";"13"
"14494";"8145";"FR2500077";"01";"Propriété privée (personne physique)";"0,57"
"14495";"8145";"FR2500077";"30";"Domaine communal";"0,47"
"14496";"8145";"FR2500077";"40";"Domaine départemental";"0,21"
"14497";"8145";"FR2500077";"62";"Domaine public de l'état";"0"
"14498";"8145";"FR2500077";"64";"Domaine public maritime";"97"
"14499";"8145";"FR2500077";"10";"Etablissement public";"0,31"
"14500";"8146";"FR2500080";"01";"Propriété privée (personne physique)";"4"
"14501";"8146";"FR2500080";"30";"Domaine communal";"12"
"14502";"8146";"FR2500080";"64";"Domaine public maritime";"80"
"14503";"8146";"FR2500080";"10";"Etablissement public";"4"
"14504";"8149";"FR2500088";"01";"Propriété privée (personne physique)";"65"
"14505";"8149";"FR2500088";"40";"Domaine départemental";"0,01"
"14506";"8149";"FR2500088";"64";"Domaine public maritime";"14"
"14507";"8149";"FR2500088";"10";"Etablissement public";"0,01"
"14508";"8149";"FR2500088";"31";"Domaine privé communal";"19"
"14509";"8152";"FR2500100";"05";"Propriété d'une association, groupement ou société";"1"
"14510";"8153";"FR2500103";"01";"Propriété privée (personne physique)";"99"
"14511";"8153";"FR2500103";"05";"Propriété d'une association, groupement ou société";"1"
"14512";"8154";"FR2500106";"60";"Domaine de l'état";"20"
"14513";"8155";"FR2500107";"01";"Propriété privée (personne physique)";"100"
"14514";"8157";"FR2500118";"01";"Propriété privée (personne physique)";"99"
"14515";"8157";"FR2500118";"40";"Domaine départemental";"1"
"14516";"8160";"FR2600974";"01";"Propriété privée (personne physique)";
"14517";"8160";"FR2600974";"05";"Propriété d'une association, groupement ou société";
"14518";"8160";"FR2600974";"30";"Domaine communal";
"14519";"8161";"FR2600987";"01";"Propriété privée (personne physique)";
"14520";"8161";"FR2600987";"20";"Collectivité territoriale";
"14521";"8161";"FR2600987";"50";"Domaine régional";
"14522";"8162";"FR2600998";"01";"Propriété privée (personne physique)";"55"
"14523";"8162";"FR2600998";"20";"Collectivité territoriale";"22"
"14524";"8162";"FR2600998";"61";"Domaine privé de l'état";"23"
"14525";"8163";"FR2601012";"01";"Propriété privée (personne physique)";
"14526";"8163";"FR2601012";"30";"Domaine communal";
"14527";"8163";"FR2601012";"61";"Domaine privé de l'état";
"14528";"8164";"FR2601016";"01";"Propriété privée (personne physique)";"80"
"14529";"8164";"FR2601016";"61";"Domaine privé de l'état";"5"
"14530";"8164";"FR2601016";"30";"Domaine communal";"15"
"14531";"8165";"FR2610004";"01";"Propriété privée (personne physique)";
"14532";"8165";"FR2610004";"63";"Domaine public fluvial";
"14533";"8167";"FR4100161";"05";"Propriété d'une association, groupement ou société";
"14534";"8167";"FR4100161";"20";"Collectivité territoriale";
"14535";"8168";"FR4100166";"01";"Propriété privée (personne physique)";
"14536";"8168";"FR4100166";"05";"Propriété d'une association, groupement ou société";
"14537";"8168";"FR4100166";"20";"Collectivité territoriale";
"14538";"8168";"FR4100166";"50";"Domaine régional";
"14545";"8171";"FR4100171";"01";"Propriété privée (personne physique)";
"14546";"8171";"FR4100171";"30";"Domaine communal";
"14547";"8171";"FR4100171";"61";"Domaine privé de l'état";
"14551";"8174";"FR4100219";"05";"Propriété d'une association, groupement ou société";
"14552";"8174";"FR4100219";"20";"Collectivité territoriale";
"14553";"8174";"FR4100219";"61";"Domaine privé de l'état";
"14565";"8179";"FR4201797";"01";"Propriété privée (personne physique)";
"14566";"8179";"FR4201797";"10";"Etablissement public";
"14567";"8179";"FR4201797";"30";"Domaine communal";
"14568";"8179";"FR4201797";"61";"Domaine privé de l'état";
"14569";"8180";"FR4201799";"01";"Propriété privée (personne physique)";
"14570";"8180";"FR4201799";"30";"Domaine communal";
"14571";"8180";"FR4201799";"61";"Domaine privé de l'état";"92,6"
"14572";"8180";"FR4201799";"62";"Domaine public de l'état";
"14573";"8181";"FR4201801";"01";"Propriété privée (personne physique)";"9,3"
"14574";"8181";"FR4201801";"10";"Etablissement public";
"14575";"8181";"FR4201801";"30";"Domaine communal";
"14576";"8181";"FR4201801";"61";"Domaine privé de l'état";"90"
"14577";"8181";"FR4201801";"62";"Domaine public de l'état";
"14578";"8182";"FR4201802";"05";"Propriété d'une association, groupement ou société";
"14579";"8182";"FR4201802";"10";"Etablissement public";
"14580";"8183";"FR4201803";"01";"Propriété privée (personne physique)";
"14581";"8183";"FR4201803";"05";"Propriété d'une association, groupement ou société";
"14582";"8183";"FR4201803";"30";"Domaine communal";
"14583";"8184";"FR4201807";"01";"Propriété privée (personne physique)";
"14584";"8184";"FR4201807";"05";"Propriété d'une association, groupement ou société";
"14585";"8184";"FR4201807";"10";"Etablissement public";
"14586";"8184";"FR4201807";"30";"Domaine communal";
"14587";"8184";"FR4201807";"40";"Domaine départemental";
"14588";"8184";"FR4201807";"61";"Domaine privé de l'état";
"14594";"8186";"FR4202004";"01";"Propriété privée (personne physique)";
"14595";"8186";"FR4202004";"62";"Domaine public de l'état";
"14596";"8187";"FR4301306";"01";"Propriété privée (personne physique)";
"14597";"8187";"FR4301306";"05";"Propriété d'une association, groupement ou société";
"14598";"8187";"FR4301306";"20";"Collectivité territoriale";
"14599";"8188";"FR5200621";"01";"Propriété privée (personne physique)";
"14600";"8188";"FR5200621";"05";"Propriété d'une association, groupement ou société";
"14601";"8188";"FR5200621";"20";"Collectivité territoriale";
"14602";"8188";"FR5200621";"50";"Domaine régional";
"14603";"8188";"FR5200621";"62";"Domaine public de l'état";
"14604";"8189";"FR5200622";"01";"Propriété privée (personne physique)";"25"
"14605";"8189";"FR5200622";"05";"Propriété d'une association, groupement ou société";"25"
"14606";"8189";"FR5200622";"20";"Collectivité territoriale";"5"
"14607";"8189";"FR5200622";"63";"Domaine public fluvial";"20"
"14608";"8189";"FR5200622";"00";"Indéterminé";"25"
"14609";"8190";"FR5200623";"01";"Propriété privée (personne physique)";
"14610";"8190";"FR5200623";"05";"Propriété d'une association, groupement ou société";
"14615";"8192";"FR5200625";"01";"Propriété privée (personne physique)";
"14616";"8192";"FR5200625";"05";"Propriété d'une association, groupement ou société";
"14617";"8192";"FR5200625";"20";"Collectivité territoriale";
"14618";"8192";"FR5200625";"50";"Domaine régional";
"14619";"8192";"FR5200625";"60";"Domaine de l'état";
